gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married,total_population,phone_service_x,internet_service_x,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,satisfaction_score,cltv,churn_value
Male,75,No,Yes,No,No,0,No,826,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL,Two Year,No,Bank transfer (automatic),60.25,48.33,662.95,0.0,120,531.63,1314.58,11,Yes,17,No,No Offer,No,0,3,5296,0
Female,35,No,No,Yes,Yes,1,Yes,75882,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),79.5,32.59,5661.7,0.0,0,2346.48,8008.18,72,Yes,14,Yes,Offer A,Yes,5,3,4390,0
Female,28,Yes,No,Yes,Yes,3,Yes,455,Yes,Yes,No,Yes,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Mailed check,58.5,35.2,224.85,0.0,0,140.8,365.65,4,Yes,52,Yes,No Offer,Yes,9,3,5605,0
Male,32,No,No,Yes,No,0,Yes,32899,No,Yes,No,Yes,No,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,29.95,0.0,248.95,0.0,10,0.0,258.95,9,No,9,No,Offer E,Yes,1,2,2573,1
Male,28,Yes,No,Yes,Yes,2,Yes,1449,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Bank transfer (automatic),19.95,47.96,1244.8,0.0,0,2973.52,4218.32,62,No,0,No,No Offer,Yes,9,4,4803,0
Female,33,No,No,No,No,0,No,8217,Yes,Yes,No,No,Yes,Yes,No,No,No,DSL,One Year,No,Bank transfer (automatic),53.8,7.42,651.55,0.0,0,81.62,733.17,11,No,17,Yes,Offer D,No,0,5,5899,0
Female,31,No,No,No,No,0,No,13188,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.85,11.46,161.65,0.0,0,91.68,253.33,8,No,0,No,No Offer,No,0,5,4249,0
Female,26,Yes,No,Yes,Yes,3,Yes,42491,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed check,19.95,49.9,756.4,0.0,0,1896.2,2652.6,38,No,0,No,Offer C,Yes,7,4,3614,0
Female,26,Yes,No,Yes,No,0,Yes,48690,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,99.5,36.29,3762.0,0.0,0,1342.73,5104.73,37,Yes,27,Yes,No Offer,Yes,1,1,4233,1
Female,40,No,No,No,No,0,No,844,Yes,No,No,No,No,No,No,No,No,No,One Year,Yes,Mailed check,19.75,37.46,806.95,0.0,0,1535.86,2342.81,41,No,0,No,No Offer,No,0,3,5678,0
Female,32,No,No,No,Yes,3,No,78114,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,79.35,13.13,79.35,0.0,0,13.13,92.48,1,No,57,Yes,No Offer,No,0,1,2483,1
Female,61,No,No,No,No,0,No,17782,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.55,7.35,124.45,0.0,0,44.1,168.55,6,No,0,No,Offer E,No,0,5,5980,0
Female,58,No,No,No,No,0,No,15396,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Credit card (automatic),20.1,9.74,302.45,0.0,0,146.1,448.55,15,No,0,No,No Offer,No,0,5,4359,0
Female,47,No,No,Yes,No,0,Yes,45499,Yes,Yes,Yes,Yes,No,No,Yes,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),65.25,40.16,3791.6,0.0,110,2329.28,6230.88,58,No,20,No,No Offer,No,0,3,5912,0
Female,74,No,Yes,No,No,0,No,5519,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,99.95,39.36,3186.65,0.0,0,1220.16,4406.81,31,Yes,4,Yes,No Offer,No,0,3,5362,1
Female,22,Yes,No,Yes,No,0,Yes,93,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),94.45,22.74,6921.7,0.0,0,1637.28,8558.98,72,Yes,48,Yes,Offer A,Yes,5,4,5274,0
Male,44,No,No,No,No,0,No,15438,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),101.35,10.33,2317.1,0.0,0,227.26,2544.36,22,Yes,19,Yes,Offer D,No,0,1,4694,1
Female,19,Yes,No,No,No,0,No,48690,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Cable,One Year,No,Credit card (automatic),59.1,34.01,772.85,0.0,0,476.14,1248.99,14,No,69,Yes,Offer D,No,0,4,5718,0
Male,63,No,No,No,No,0,No,6787,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Electronic check,45.35,25.49,89.5,0.0,0,50.98,140.48,2,No,9,Yes,No Offer,No,0,1,3478,1
Male,61,No,No,No,No,0,No,21054,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),110.0,33.11,7138.65,0.0,0,2152.15,9290.8,65,Yes,10,Yes,No Offer,No,0,4,6351,0
Female,51,No,No,Yes,No,0,Yes,18525,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,DSL,One Year,Yes,Credit card (automatic),56.3,0.0,2780.6,0.0,0,0.0,2780.6,49,No,21,Yes,Offer B,Yes,1,5,5913,0
Male,54,No,No,No,No,0,No,405,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,73.8,1.85,704.3,0.0,50,16.65,770.95,9,No,22,No,No Offer,No,0,3,4895,0
Female,30,No,No,Yes,No,0,Yes,443,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),25.05,5.32,1270.25,0.0,0,276.64,1546.89,52,Yes,0,No,Offer B,Yes,10,4,5674,0
Male,49,No,No,Yes,Yes,1,Yes,670,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),93.25,11.3,4631.7,0.0,0,587.6,5219.3,52,Yes,10,Yes,No Offer,Yes,1,3,4740,0
Male,40,No,No,No,No,0,No,14937,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,79.6,19.32,79.6,0.0,0,19.32,98.92,1,No,22,Yes,No Offer,No,0,3,2199,1
Male,39,No,No,Yes,No,0,Yes,857,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),50.95,0.0,3521.7,0.0,0,0.0,3521.7,67,No,6,Yes,No Offer,Yes,10,3,6395,0
Male,71,No,Yes,Yes,No,0,Yes,17621,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),98.7,2.38,4525.8,0.0,0,107.1,4632.9,45,Yes,20,Yes,Offer B,Yes,1,3,2535,0
Male,47,No,No,Yes,No,0,Yes,16041,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Fiber Optic,Two Year,Yes,Mailed check,92.45,3.08,6460.55,0.0,0,212.52,6673.07,69,Yes,20,Yes,No Offer,Yes,9,3,4452,0
Male,34,No,No,No,No,0,No,21397,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Mailed check,89.25,6.8,4652.4,0.0,0,353.6,5006.0,52,Yes,30,Yes,No Offer,No,0,3,4624,0
Male,27,Yes,No,Yes,No,0,Yes,1575,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),95.65,8.94,5088.4,11.8,0,464.88,5541.48,52,Yes,85,Yes,No Offer,Yes,1,3,4465,0
Male,43,No,No,Yes,Yes,2,Yes,37364,Yes,Yes,No,Yes,No,Yes,No,No,No,DSL,Month-to-Month,No,Mailed check,54.8,44.46,452.8,0.0,0,400.14,852.94,9,No,24,Yes,No Offer,Yes,2,4,2848,0
Female,40,No,No,Yes,Yes,1,Yes,30202,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),24.1,44.68,861.85,0.0,0,1653.16,2515.01,37,Yes,0,No,No Offer,Yes,5,4,3753,0
Female,48,No,No,Yes,No,0,Yes,18693,Yes,No,No,No,No,No,No,No,No,No,One Year,Yes,Credit card (automatic),25.9,22.49,1216.6,0.0,0,1012.05,2228.65,45,Yes,0,No,Offer B,Yes,4,4,5741,0
Female,30,No,No,No,No,0,No,101215,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL,One Year,Yes,Credit card (automatic),83.45,45.51,3887.85,0.0,0,2184.48,6072.33,48,Yes,27,Yes,No Offer,No,0,4,4250,0
Male,54,No,No,Yes,Yes,3,Yes,43141,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),69.7,27.93,3686.05,0.0,0,1480.29,5166.34,53,Yes,57,Yes,No Offer,Yes,9,3,4975,0
Male,60,No,No,Yes,No,0,Yes,7872,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Cable,Two Year,Yes,Credit card (automatic),69.15,5.06,2490.15,0.0,0,177.1,2667.25,35,Yes,20,Yes,Offer C,No,0,3,3945,0
Female,26,Yes,No,No,No,0,No,18884,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,No,Electronic check,85.35,23.54,2896.6,0.0,0,800.36,3696.96,34,Yes,76,No,No Offer,No,0,5,3818,0
Male,67,No,Yes,Yes,No,0,Yes,28318,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),109.55,17.71,7920.7,0.0,0,1275.12,9195.82,72,Yes,4,Yes,No Offer,Yes,1,3,4086,0
Male,61,No,No,Yes,Yes,1,Yes,24492,No,Yes,No,Yes,Yes,No,No,No,No,DSL,One Year,Yes,Credit card (automatic),36.1,0.0,1971.5,0.0,60,0.0,2031.5,56,No,28,No,No Offer,Yes,1,3,5092,0
Female,56,No,No,No,No,0,No,21313,No,Yes,No,No,Yes,No,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Credit card (automatic),50.65,0.0,1905.4,3.51,0,0.0,1901.89,39,No,6,Yes,No Offer,No,0,4,5433,0
Male,50,No,No,No,No,0,No,392,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic,One Year,No,Credit card (automatic),79.6,18.53,5461.45,3.26,10,1260.04,6728.23,68,No,21,No,No Offer,No,0,4,5210,0
Male,64,No,No,Yes,Yes,1,Yes,55306,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Cable,Month-to-Month,Yes,Bank transfer (automatic),69.4,16.67,3058.3,0.0,0,700.14,3758.44,42,Yes,17,Yes,Offer B,Yes,10,3,4701,0
Male,54,No,No,No,No,0,No,22028,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,84.8,30.57,888.75,0.0,0,336.27,1225.02,11,No,15,Yes,No Offer,No,0,4,4924,0
Female,44,No,No,Yes,Yes,1,Yes,72,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic,Two Year,Yes,Credit card (automatic),84.4,24.94,5746.75,0.0,0,1695.92,7442.67,68,Yes,30,Yes,No Offer,Yes,3,5,5045,0
Female,23,Yes,No,No,No,0,No,905,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Cable,One Year,Yes,Bank transfer (automatic),60.15,29.44,2421.6,0.0,0,1236.48,3658.08,42,Yes,41,Yes,Offer B,No,0,3,5988,0
Male,38,No,No,Yes,No,0,Yes,20893,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),24.8,13.72,1874.3,16.26,0,987.84,2845.88,72,Yes,0,No,No Offer,Yes,1,3,6251,0
Male,71,No,Yes,Yes,No,0,Yes,2064,No,Yes,No,Yes,No,No,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),29.45,0.0,1459.35,0.0,0,0.0,1459.35,51,No,21,Yes,Offer B,Yes,1,4,6285,0
Male,68,No,Yes,No,No,0,No,4258,Yes,Yes,No,No,Yes,No,No,No,No,Cable,Month-to-Month,Yes,Mailed check,50.15,39.78,50.15,0.0,0,39.78,89.93,1,No,12,Yes,Offer E,No,0,2,3438,1
Female,69,No,Yes,Yes,No,0,Yes,42239,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,93.2,33.74,2931.0,17.88,0,1079.68,3992.8,32,Yes,6,Yes,No Offer,Yes,1,3,5247,1
Female,37,No,No,No,No,0,No,41175,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,78.9,44.33,2384.15,0.0,0,1285.57,3669.72,29,No,7,Yes,No Offer,No,0,2,3249,1
Male,36,No,No,Yes,No,0,Yes,17409,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,DSL,One Year,Yes,Electronic check,79.8,27.88,4914.8,0.0,70,1700.68,6685.48,61,Yes,5,No,Offer B,Yes,7,5,6432,0
Female,24,Yes,No,Yes,Yes,2,Yes,16271,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Credit card (automatic),87.25,48.08,6328.7,0.0,0,3413.68,9742.38,71,No,51,Yes,No Offer,Yes,5,4,4135,0
Male,20,Yes,No,No,No,0,No,24511,No,Yes,No,Yes,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Electronic check,35.65,0.0,425.1,0.0,0,0.0,425.1,11,No,73,Yes,No Offer,No,0,4,4986,0
Female,23,Yes,No,Yes,No,0,Yes,1632,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Cable,Month-to-Month,No,Electronic check,83.3,4.01,1845.9,0.0,0,88.22,1934.12,22,No,53,Yes,No Offer,Yes,4,1,3804,1
Male,40,No,No,Yes,No,0,Yes,15364,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,DSL,Two Year,Yes,Mailed check,69.55,17.43,4459.15,23.61,0,1132.95,5568.49,65,Yes,30,Yes,Offer B,Yes,10,3,5420,0
Female,58,No,No,Yes,Yes,1,Yes,131,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),73.25,40.03,1195.75,0.0,0,640.48,1836.23,16,No,20,Yes,Offer D,Yes,6,3,3624,0
Female,23,Yes,No,Yes,No,0,Yes,16346,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Credit card (automatic),89.8,44.92,6510.45,0.0,0,3234.24,9744.69,72,Yes,69,Yes,No Offer,Yes,3,3,5762,0
Female,24,Yes,No,Yes,No,0,Yes,3577,Yes,Yes,No,No,Yes,No,No,No,Yes,Fiber Optic,Month-to-Month,Yes,Mailed check,79.65,44.93,1928.7,0.0,0,1078.32,3007.02,24,Yes,82,Yes,No Offer,Yes,2,4,3816,0
Female,38,No,No,Yes,Yes,1,Yes,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),109.5,32.23,7854.9,0.0,0,2320.56,10175.46,72,No,19,Yes,No Offer,Yes,3,3,6419,0
Female,37,No,No,No,No,0,No,71126,Yes,Yes,No,Yes,Yes,No,Yes,No,No,DSL,One Year,Yes,Credit card (automatic),68.95,22.64,2038.7,0.0,0,679.2,2717.9,30,Yes,18,Yes,Offer C,No,0,5,4403,0
Male,30,No,No,Yes,No,0,Yes,17721,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Bank transfer (automatic),90.55,28.58,6404.0,0.0,0,2029.18,8433.18,71,Yes,30,Yes,Offer A,Yes,2,4,5007,0
Male,20,Yes,No,Yes,No,0,Yes,1666,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,DSL,One Year,Yes,Credit card (automatic),73.05,26.64,4688.65,0.0,0,1704.96,6393.61,64,No,71,Yes,Offer B,Yes,5,3,4515,0
Male,46,No,No,Yes,No,0,Yes,21759,Yes,Yes,No,No,Yes,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,80.6,14.3,319.15,0.0,0,57.2,376.35,4,No,2,Yes,Offer E,Yes,1,3,3080,1
Male,59,No,No,No,No,0,No,29299,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,99.75,40.71,99.75,0.0,0,40.71,140.46,1,Yes,25,Yes,No Offer,No,0,1,4214,1
Male,56,No,No,Yes,No,0,Yes,2020,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),74.8,40.47,4820.15,0.0,0,2630.55,7450.7,65,No,30,Yes,Offer B,Yes,1,1,5207,1
Female,53,No,No,No,No,0,No,18486,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Cable,Month-to-Month,No,Electronic check,51.4,0.0,96.8,0.0,0,0.0,96.8,2,No,21,Yes,No Offer,No,0,5,2580,0
Female,49,No,No,No,No,0,No,335,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,DSL,One Year,Yes,Bank transfer (automatic),73.85,21.39,3581.4,0.0,60,1026.72,4668.12,48,Yes,3,No,Offer B,No,0,4,4740,0
Female,73,No,Yes,Yes,No,0,Yes,42239,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.45,31.27,74.45,0.0,10,31.27,115.72,1,Yes,11,No,No Offer,Yes,1,2,2394,1
Male,45,No,No,No,No,0,No,4913,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,95.5,19.22,829.1,0.0,0,172.98,1002.08,9,Yes,10,Yes,No Offer,No,0,2,5007,1
Female,49,No,No,Yes,Yes,2,Yes,29694,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Bank transfer (automatic),20.75,45.35,452.35,0.0,0,997.7,1450.05,22,No,0,No,No Offer,Yes,8,4,2258,0
Male,56,No,No,Yes,No,0,Yes,56307,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,No,Bank transfer (automatic),100.0,43.95,1888.65,0.0,0,835.05,2723.7,19,No,20,Yes,No Offer,Yes,1,2,2608,1
Male,63,No,No,Yes,No,0,Yes,2536,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,Yes,Mailed check,84.35,30.8,3858.05,0.0,0,1386.0,5244.05,45,No,3,Yes,Offer B,Yes,3,3,3403,0
Female,76,No,Yes,No,No,0,No,25995,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,One Year,No,Credit card (automatic),101.55,24.84,5070.4,0.0,0,1217.16,6287.56,49,Yes,14,Yes,No Offer,No,0,3,5348,0
Male,56,No,No,No,No,0,No,15975,Yes,Yes,Yes,No,Yes,No,Yes,No,No,DSL,Month-to-Month,No,Mailed check,69.5,12.21,1199.4,0.0,0,219.78,1419.18,18,Yes,8,Yes,No Offer,No,0,3,4466,0
Male,65,No,Yes,Yes,No,0,Yes,76890,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Credit card (automatic),90.05,12.07,6333.4,0.0,0,844.9,7178.3,70,Yes,17,Yes,No Offer,Yes,7,3,4666,0
Female,24,Yes,No,Yes,Yes,1,Yes,34902,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.7,12.85,599.25,49.79,0,385.5,934.96,30,No,0,No,No Offer,Yes,1,3,5045,0
Male,61,No,No,Yes,No,0,Yes,626,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Cable,One Year,No,Bank transfer (automatic),74.4,32.86,1712.9,0.0,0,788.64,2501.54,24,No,30,Yes,Offer C,Yes,10,3,4310,0
Female,60,No,No,No,No,0,No,40705,No,Yes,Yes,No,No,No,No,No,No,DSL,One Year,No,Mailed check,30.15,0.0,927.65,0.0,0,0.0,927.65,32,No,18,Yes,Offer C,No,0,4,3585,0
Male,19,Yes,No,Yes,No,0,Yes,10658,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Fiber Optic,One Year,No,Electronic check,96.1,30.51,6001.45,0.0,0,1891.62,7893.07,62,Yes,41,Yes,Offer B,Yes,4,4,6139,0
Male,69,No,Yes,Yes,Yes,1,Yes,13481,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),24.4,37.09,1548.65,0.0,0,2373.76,3922.41,64,Yes,0,No,No Offer,Yes,9,3,4772,0
Female,38,No,No,No,No,0,No,21349,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Credit card (automatic),43.95,45.59,43.95,0.0,0,45.59,89.54,1,No,5,Yes,No Offer,No,0,5,5684,0
Male,22,Yes,No,Yes,Yes,1,Yes,30876,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,105.5,14.75,6487.2,0.0,150,914.5,7551.7,62,Yes,52,No,Offer B,Yes,8,4,4271,0
Male,39,No,No,Yes,No,0,Yes,20643,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,68.5,30.62,68.5,0.0,0,30.62,99.12,1,No,11,Yes,Offer E,Yes,1,3,5753,1
Female,54,No,No,Yes,Yes,2,Yes,644,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.45,28.73,19.45,0.0,0,28.73,48.18,1,No,0,No,No Offer,Yes,1,2,2865,1
Female,63,No,No,No,No,0,No,37417,Yes,Yes,No,No,Yes,No,No,No,No,Cable,Month-to-Month,No,Electronic check,76.35,7.26,76.35,0.0,0,7.26,83.61,1,No,9,Yes,No Offer,No,0,2,5613,1
Female,64,No,No,Yes,Yes,1,Yes,13003,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),20.25,37.35,873.4,0.0,0,1755.45,2628.85,47,No,0,No,No Offer,Yes,8,5,2070,0
Male,54,No,No,Yes,No,0,Yes,29299,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,69.15,2.2,69.15,0.0,0,2.2,71.35,1,No,30,Yes,No Offer,Yes,1,2,4179,1
Female,57,No,No,No,No,0,No,27730,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.55,40.63,19.55,0.0,0,40.63,60.18,1,No,0,No,No Offer,No,0,4,3968,0
Female,47,No,No,Yes,Yes,1,Yes,66754,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,106.5,5.93,7397.0,0.0,0,415.1,7812.1,70,Yes,19,Yes,Offer A,Yes,2,5,6319,0
Male,53,No,No,Yes,Yes,2,Yes,3815,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Cable,Two Year,Yes,Credit card (automatic),70.5,44.49,3486.65,0.0,0,2224.5,5711.15,50,Yes,28,Yes,Offer B,Yes,10,4,4022,0
Female,56,No,No,Yes,No,0,Yes,35737,Yes,Yes,No,No,No,Yes,No,No,No,Fiber Optic,One Year,Yes,Credit card (automatic),81.2,38.85,4965.1,0.0,0,2447.55,7412.65,63,Yes,27,Yes,Offer B,Yes,1,3,6063,0
Female,60,No,No,Yes,No,0,Yes,844,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),18.4,26.99,1057.85,0.0,0,1592.41,2650.26,59,No,0,No,Offer B,Yes,9,4,4375,0
Male,59,No,No,No,Yes,1,No,24169,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.2,12.22,83.75,0.0,0,61.1,144.85,5,No,0,No,Offer E,No,0,5,5169,0
Female,50,No,No,No,No,0,No,248,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),80.3,31.34,4995.35,0.0,0,1974.42,6969.77,63,Yes,26,Yes,No Offer,No,0,3,5554,0
Female,66,No,Yes,Yes,No,0,Yes,202,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Fiber Optic,Two Year,No,Electronic check,90.0,15.6,3371.75,0.0,0,577.2,3948.95,37,No,19,Yes,No Offer,Yes,8,4,4048,0
Male,37,No,No,No,No,0,No,576,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit card (automatic),19.7,24.89,180.7,0.0,0,224.01,404.71,9,No,0,No,Offer E,No,0,4,4194,0
Male,52,No,No,No,No,0,No,13779,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,75.85,7.32,724.65,0.0,0,65.88,790.53,9,Yes,11,Yes,Offer E,No,0,5,5212,0
Male,23,Yes,No,No,No,0,No,340,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,88.35,14.26,88.35,0.0,0,14.26,102.61,1,No,46,Yes,No Offer,No,0,1,4254,1
Male,49,No,No,Yes,No,0,Yes,49839,Yes,Yes,No,Yes,No,Yes,Yes,No,No,DSL,One Year,Yes,Electronic check,70.7,48.45,3770.0,0.0,0,2616.3,6386.3,54,Yes,28,Yes,No Offer,Yes,3,3,5276,0
Female,24,Yes,No,Yes,No,0,Yes,69850,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Cable,One Year,Yes,Electronic check,68.4,26.99,3972.25,0.0,0,1565.42,5537.67,58,Yes,53,Yes,No Offer,Yes,8,3,5269,0
Male,26,Yes,No,No,No,0,No,20440,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,19.85,6.88,63.0,0.0,0,27.52,90.52,4,No,0,No,Offer E,No,0,5,5918,0
Female,70,No,Yes,No,No,0,No,32984,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,69.85,43.45,69.85,0.0,40,43.45,153.3,1,No,30,No,No Offer,No,0,1,5056,1
Male,42,No,No,No,No,0,No,2020,No,Yes,No,No,No,No,No,Yes,Yes,DSL,Month-to-Month,Yes,Mailed check,33.9,0.0,298.45,0.0,0,0.0,298.45,10,No,30,Yes,No Offer,No,0,1,2529,1
Female,52,No,No,No,No,0,No,129,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Electronic check,19.9,26.9,57.4,0.0,0,53.8,111.2,2,No,0,No,Offer E,No,0,4,2822,0
Female,21,Yes,No,Yes,No,0,Yes,37570,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,101.1,9.23,6039.9,0.0,0,544.57,6584.47,59,Yes,48,Yes,Offer B,Yes,4,2,4160,1
Female,63,No,No,No,No,0,No,18161,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,69.05,29.87,651.5,0.0,0,268.83,920.33,9,No,5,Yes,Offer E,No,0,3,5121,0
Male,33,No,No,Yes,Yes,1,Yes,41476,No,Yes,Yes,No,Yes,Yes,No,No,No,Cable,Two Year,Yes,Credit card (automatic),39.4,0.0,825.4,0.0,0,0.0,825.4,20,No,22,Yes,No Offer,Yes,4,3,3899,0
Male,66,No,Yes,No,No,0,No,18036,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,96.2,32.36,4718.25,0.0,0,1585.64,6303.89,49,Yes,2,Yes,Offer B,No,0,2,5904,1
